IssueType,DeviceType,IssueTime,IssueDetails,MobileNumber,emailId,mode,cdn,DeviceDetails,OSDetails,platform,new_Platform,AppVersion,country,state,NetworkStrength,contentID,AdvertiseVideo,userIdentifier,ContractId,Customer_Id,ComplaintId
Device/Browser Compatibility,TV,21/03/2022 00:00:00,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,7127692491,alaister1y@e/recht24.de,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Amazon Prime Video,,Windows 10,Honduras,Tegucigalpa,,c6d47f47-b413-44ef-9aad-78958959ac9a,Video,williamflores,21-9346146,1463336,927254
Offline content,Tablets,13/07/2022 00:00:00,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,9829767329,mmcateer1z@multiply.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Netflix,,Extension 6.5,Greenland,Nuuk,,b0d00cc5-cde0-4c64-80c0-81b892c0b2a4,Advertise,gibsontiffany,90-5366558,1804919,486251
Customer Support,Tablets,04/03/2022 00:00:00,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,4393973909,hjorin20@usgs.gov,Email,Akamai,iOS,iOS Min version 12.6,Facebook Watch,,macOS Ventura 13.0.1,Kosovo,Pristina,,3a93a8b8-6d71-400d-940f-4c7f02c6e047,Advertise,justinsullivan,31-0752269,1591747,743072
Security and anti-piracy,Mobile,06/11/2022 00:00:00,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,6547409686,taldersley21@weibo.com,Email,Akamai,tvOS,tvOS 11.0,Amazon Prime Video,,Xcode 14.1,Senegal,Dakar,,41cc5cb8-582f-497c-bf4a-1bc72bb75152,Video,arthur75,98-9942795,1743709,1866334
Device/Browser Compatibility,Desktop,31/08/2022 00:00:00,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,165342668,fjearum22@domainmarket.com,Chat,Akamai,Android,Android 5.0,Jio Tv,,Android 11,Cuba,Havana,,234d61fb-a3a1-4e79-bd24-8535ce458e3d,Advertise,karen58,83-1131980,1472593,2012532
Offline content,Mobile,16/05/2022 00:00:00,vestibulum sit amet cursus id turpis integer aliquet massa id,6394292621,scasella23@mozilla.com,Email,Akamai,Android TV,Android TV 1st Generation,Hulu,,Android TV 12.3.2,Somalia,Mogadishu,,617c6f9a-9aee-410c-84ce-1b0263576092,Video,tammyskinner,78-1831162,1641977,788851
Playback Quality,TV,18/04/2022 00:00:00,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,6959892376,uible24@army.mil,Phone Call,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Zee5,,None,Haiti,Port-au-Prince,,40d29391-8325-4836-967e-98495c42b74b,Advertise,dodsoncody,02-9376425,1649753,2095531
Personalized suggestions and recommendations for content,TV,26/06/2022 00:00:00,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,8292313087,gjefferson25@sogou.com,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,Facebook Watch,,FireOS 7.6.1.3,Mauritania,Nouakchott,,5921aea2-a2a3-49fc-bc75-0204cbf3a48e,Advertise,eric60,48-5424864,1149571,1138195
Personalized suggestions and recommendations for content,TV,18/09/2022 00:00:00,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,9206620932,jcosta26@furl.net,Chat,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Netflix,,Windows 10,Norfolk Island,Kingston,,7696a2b7-f40b-49c2-b9dc-202ab89252bb,Video,diazrobert,79-1164621,1691240,1790661
Offline content,TV,11/03/2022 00:00:00,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,842767576,egile27@wired.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Airtel Xstream,,Extension 6.5,Martinique,Fort-de-France,,2870d95d-5e73-4642-9e10-ac8d2d6cf99a,Video,william87,11-1093792,1838961,602465
Response Time in different networks,Laptop,11/08/2022 00:00:00,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,8219346205,wbreyt28@eventbrite.com,Chat,Cloudfront,iOS,iOS Min version 12.6,ShemarooMe,,macOS Ventura 13.0.1,Lesotho,Maseru,,db0b00d7-164b-464d-bba6-41ced2c8c910,Advertise,brent66,77-0898234,1403464,2340027
Better user interface and workability,Mobile,23/01/2022 00:00:00,luctus rutrum nulla tellus in sagittis dui vel nisl duis,5228099158,gkingman29@vk.com,Email,Cloudfront,tvOS,tvOS 11.0,Netflix,,Xcode 14.1,Rwanda,Kigali,,b837f0c9-32c1-4537-b9e6-76de3c39cb86,Advertise,woodwardpaul,73-5281087,1646022,18253
Device/Browser Compatibility,Laptop,05/10/2022 00:00:00,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,1281947857,syearsley2a@washingtonpost.com,Phone Call,Akamai,Android,Android 5.0,Hulu,,Android 11,Slovakia,Bratislava,,6becb398-d3ce-434d-aeae-de95960d99a7,Video,ryanhayes,92-3274348,1106801,1896727
Better user interface and workability,TV,29/07/2022 00:00:00,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,9565202411,wjoney2b@noaa.gov,Phone Call,Cloudfront,Android TV,Android TV 1st Generation,BigFlix,,Android TV 12.3.2,Indonesia,Jakarta,,0218fdb8-3814-4ee7-892a-b42b8ca792a5,Advertise,hcannon,93-1613842,1616296,1480692
Device/Browser Compatibility,Laptop,09/06/2022 00:00:00,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,5759458345,tizod2c@jugem.jp,Phone Call,Akamai,Roku,Roku OS 9.4 3rd Generation,Sling TV,,None,New Zealand,Wellington,,1fe52ff4-394e-47bb-b75c-48906f60b514,Video,danielneal,94-4650489,1238277,2440350
Offline content,Desktop,12/09/2022 00:00:00,neque sapien placerat ante nulla justo aliquam quis turpis eget elit,2409467172,dtremontana2d@netvibes.com,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,Sling TV,,FireOS 7.6.1.3,Anguilla,The Valley,,c80997c8-c97f-4f53-b1c6-4cebfe91062a,Advertise,hnguyen,43-0062021,1175457,1474887
Multiple user accounts,Tablets,08/05/2022 00:00:00,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,4277479693,rhindmore2e@bluehost.com,Phone Call,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Sonyliv,,Windows 10,Andorra,Andorra la Vella,,9bf4f2a9-b4a7-45fe-ad4f-a2c47a1e7ec2,Video,ereyes,75-2278970,1576577,2437313
Playback Quality,Laptop,28/06/2022 00:00:00,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,2055609513,gtilling2f@uiuc.edu,Phone Call,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,HBO Max,,Extension 6.5,Maldives,Malé,,d4347774-817c-4d9c-a263-391ce1540f8b,Advertise,lynndavid,42-8378793,1586725,2389782
Response Time in different networks,Tablets,08/08/2022 00:00:00,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,8644063154,gretchford2g@hubpages.com,Chat,Akamai,iOS,iOS Min version 12.6,YouTube TV,,macOS Ventura 13.0.1,Yemen,Sanaa,,7349f965-d901-4c93-a435-15a8eb250f92,Video,paul81,13-1790108,1660853,2439594
Functionalities and features of the app,Mobile,11/02/2022 00:00:00,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,7022145105,awake2h@delicious.com,Email,Akamai,tvOS,tvOS 11.0,Zee5,,Xcode 14.1,Macao,Macao,,3ebdc076-ebb0-48d9-919a-df35d8e6714a,Video,andrew41,51-1613332,1132472,404246
Response Time in different networks,Mobile,02/03/2022 00:00:00,massa donec dapibus duis at velit eu est congue elementum in hac habitasse,4625805414,rsarge2i@ovh.net,Phone Call,Akamai,Android,Android 5.0,Facebook Watch,,Android 11,Malta,Valletta,,b9d44aa2-0ae1-47ff-9627-037905d4ffd0,Video,matthewparsons,48-6215227,1368120,2417763
Better user interface and workability,Tablets,28/06/2022 00:00:00,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,6231427897,dokielt2j@php.net,Email,Akamai,Android TV,Android TV 1st Generation,Netflix,,Android TV 12.3.2,Poland,Warsaw,,8fbc8350-01c9-4f15-8d04-af676d8e172f,Video,kcisneros,58-8187419,1403185,1156178
Device/Browser Compatibility,Mobile,17/01/2022 00:00:00,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,8214630193,rbrazel2k@blogspot.com,Phone Call,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Amazon Prime Video,,None,Egypt,Cairo,,d5e4f4ba-a177-4e38-af7f-3e51b0a24028,Advertise,julia32,55-4729742,1601892,1410684
Security and anti-piracy,Mobile,25/07/2022 00:00:00,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,8836338771,nverne2l@craigslist.org,Chat,Cloudfront,Amazon Fire TV,All Fire TV devices,Jio Tv,,FireOS 7.6.1.3,Saint Kitts and Nevis,Basseterre,,fb0ea216-1e31-4f8c-9047-d7c10590026f,Video,juliedouglas,36-5686854,1220273,456041
Security and anti-piracy,Tablets,03/02/2022 00:00:00,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,4840930996,mbarcke2m@ning.com,Email,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Sling TV,,Windows 10,Qatar,Doha,,4f5b7598-92cf-4dd3-b439-20f099f074d2,Video,nancy46,19-0343893,1713632,2371691
Personalized suggestions and recommendations for content,Desktop,13/03/2022 00:00:00,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,8578982657,cbrisbane2n@va.gov,Chat,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,ShemarooMe,,Extension 6.5,Jamaica,Kingston,,e6d00aba-6477-48ed-8ead-1295c6899411,Video,uhill,08-7592443,1416025,1987818
Security and anti-piracy,Desktop,14/12/2021 00:00:00,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,3674303043,bcramer2o@ezinearticles.com,Email,Akamai,iOS,iOS Min version 12.6,Sling TV,,macOS Ventura 13.0.1,Sweden,Stockholm,,31326213-6ef7-45d2-8939-63660dd2e0fb,Advertise,rhondawalker,86-4693283,1610826,2437915
Customer Support,Laptop,28/06/2022 00:00:00,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,6861320048,cmays2p@ucoz.com,Email,Akamai,tvOS,tvOS 11.0,Hulu,,Xcode 14.1,French Guiana,Cayenne,,3b59ea18-b0bd-4b79-98e4-d5b65a7bfbc6,Advertise,rayjill,36-2664342,1887006,1973040
Offline content,Mobile,27/06/2022 00:00:00,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,4533834698,bjeannequin2q@uiuc.edu,Phone Call,Akamai,Android,Android 5.0,HBO Max,,Android 11,Cook Islands,Avarua,,e5f55b01-b61e-4f8a-85b2-067f7c220a0b,Advertise,stanleydan,89-3623878,1570732,2094460
Customer Support,Mobile,21/04/2022 00:00:00,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,4395374395,kbowdrey2r@istockphoto.com,Chat,Akamai,Android TV,Android TV 1st Generation,Hulu,,Android TV 12.3.2,Namibia,Windhoek,,039669d3-379f-4a7f-b214-f55cdc8d43eb,Video,shawnmccullough,47-9007867,1617889,2153862
Personalized suggestions and recommendations for content,TV,19/08/2022 00:00:00,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,1000072452,jleveritt2s@webmd.com,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Alt Balaji,,None,Ghana,Accra,,fa7a269e-c71e-4ab0-b05f-d6139ca4d068,Video,xgreen,98-1024284,1318902,1125242
Response Time in different networks,Laptop,03/03/2022 00:00:00,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,9395531630,rwebster2t@slate.com,Phone Call,Akamai,Amazon Fire TV,All Fire TV devices,Voot,,FireOS 7.6.1.3,Saint Helena,Jamestown,,603390f8-6a83-49ef-a673-9a7003058e24,Advertise,lisabowman,56-3129189,1466716,1232991
Customer Support,Tablets,02/12/2021 00:00:00,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,4976845966,vanthony2u@cbslocal.com,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,BigFlix,,Windows 10,Palestinian Territory,East Jerusalem,,3529e55c-30e0-478a-8010-825f68c27486,Advertise,vasquezamy,94-8127092,1621669,1200385
Multiple user accounts,Mobile,25/11/2021 00:00:00,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,5760939149,mmacclure2v@ehow.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Netflix,,Extension 6.5,Micronesia,Palikir,,7f25a3c6-e9a9-4e8c-9a4c-39b668b4f434,Advertise,spencercharles,57-8339091,1901818,2022864
Personalized suggestions and recommendations for content,TV,16/08/2022 00:00:00,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,3103051743,jlegon2w@usda.gov,Email,Cloudfront,iOS,iOS Min version 12.6,Zee5,,macOS Ventura 13.0.1,Jersey,Saint Helier,,60d315e9-757e-4523-bcd5-566db24fcb39,Video,abryant,65-8354555,1114473,2316532
Offline content,TV,02/03/2022 00:00:00,sed augue aliquam erat volutpat in congue etiam justo etiam,2363580559,pswaby2x@cargocollective.com,Email,Akamai,tvOS,tvOS 11.0,Disney + Hotstar,,Xcode 14.1,Bangladesh,Dhaka,,e45a335a-86f6-4ab0-89d9-48f9d8ff5086,Advertise,michael21,56-1498245,1514853,1122150
Playback Quality,TV,30/10/2022 00:00:00,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,6792068829,mmutch2y@spiegel.de,Email,Akamai,Android,Android 5.0,Sling TV,,Android 11,Sint Maarten,Philipsburg,,4ec17748-74f1-41df-a80c-8b836af48d23,Video,jason75,40-7888097,1645589,2424942
Response Time in different networks,TV,22/06/2022 00:00:00,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,4679937858,mbumford2z@wufoo.com,Phone Call,Akamai,Android TV,Android TV 1st Generation,Alt Balaji,,Android TV 12.3.2,China,Beijing,,673fb2cf-235a-4d37-98f5-62cd30b00e52,Video,tjones,85-8877885,1504772,2272158
Response Time in different networks,Tablets,15/09/2022 00:00:00,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,4455603239,reustis30@spotify.com,Email,Akamai,Roku,Roku OS 9.4 3rd Generation,Eros Now,,None,Republic of the Congo,Brazzaville,,20ac95f6-5534-4b38-b917-0f23342e2fa5,Advertise,jordan68,67-1201410,1698579,42126
Multiple user accounts,TV,25/08/2022 00:00:00,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,2798424372,mborwick31@biglobe.ne.jp,Email,Akamai,Amazon Fire TV,All Fire TV devices,BigFlix,,FireOS 7.6.1.3,Montenegro,Podgorica,,2f59b07c-087e-4a56-9543-50654de41c5f,Advertise,klandry,32-4653339,1754975,913460
Offline content,TV,16/05/2022 00:00:00,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,4308117852,rrichmont32@51.la,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Sonyliv,,Windows 10,Puerto Rico,San Juan,,3b7f18d3-47a0-4b60-a65b-ea791b8487a2,Video,carlsonwayne,32-9908508,1222155,1056607
Response Time in different networks,Tablets,17/04/2022 00:00:00,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,6054424793,mgaylord33@ucoz.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,ShemarooMe,,Extension 6.5,Turkey,Ankara,,80a3c008-39cf-484c-8f52-fb132523f2f3,Video,daniel93,58-8507047,1719636,651819
Device/Browser Compatibility,Mobile,11/03/2022 00:00:00,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,6570318217,ttollfree34@zimbio.com,Phone Call,Akamai,iOS,iOS Min version 12.6,Netflix,,macOS Ventura 13.0.1,Mauritius,Port Louis,,a8f06dfd-da7b-44e2-98d7-8549500cc772,Video,brent19,28-5960366,1323966,1856464
Multiple user accounts,TV,05/04/2022 00:00:00,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,8388138502,cwardlow35@constantcontact.com,Chat,Akamai,tvOS,tvOS 11.0,Jio Tv,,Xcode 14.1,Nauru,Yaren,,e1a3d762-e75a-40ee-95bd-91d5b7ab293b,Advertise,yweaver,67-6213708,1683052,675763
Response Time in different networks,Mobile,28/06/2022 00:00:00,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2973283590,atuppeny36@walmart.com,Phone Call,Akamai,Android,Android 5.0,HBO Max,,Android 11,Belarus,Minsk,,f18aa995-5dbc-4b48-ba06-61b1a66baaa9,Advertise,fisheralexander,15-4025536,1405004,739560
Security and anti-piracy,Tablets,02/07/2022 00:00:00,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,8348136703,msandys37@sina.com.cn,Email,Cloudfront,Android TV,Android TV 1st Generation,Airtel Xstream,,Android TV 12.3.2,Norway,Oslo,,830c12f1-b28b-43fc-8231-ce1c55a57af5,Video,hfrank,16-6154475,1848791,1882031
Multiple user accounts,Laptop,11/09/2022 00:00:00,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2518804803,cnucciotti38@miitbeian.gov.cn,Phone Call,Akamai,Roku,Roku OS 9.4 3rd Generation,Mx Player,,None,Taiwan,Taipei,,e8696206-d49d-4286-84f8-a6b497f6d8fb,Advertise,gibsondaniel,16-7005956,1229152,1809960
Response Time in different networks,Desktop,05/07/2022 00:00:00,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,2194958843,weades39@npr.org,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,Jio Tv,,FireOS 7.6.1.3,Christmas Island,Flying Fish Cove,,67fa8d40-6cfd-4f5d-846a-5ca3e49ec6c7,Video,timothybrown,39-6865192,1206049,1783138
Better user interface and workability,Tablets,20/01/2022 00:00:00,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,2993112856,dfosdyke3a@comsenz.com,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Zee5,,Windows 10,Madagascar,Antananarivo,,d760c4a5-ea7d-4cb0-a70c-04d7d3c51b2f,Video,johnsonxavier,15-7204045,1651983,2253533
Device/Browser Compatibility,Laptop,14/06/2022 00:00:00,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,5429003077,hdearle3b@wiley.com,Chat,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Peacock,,Extension 6.5,Montserrat,Plymouth,,dbca9009-8158-4b30-b4d9-3430da4681da,Video,martin79,56-2698412,1357789,1389554
Device/Browser Compatibility,Laptop,15/04/2022 00:00:00,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,211493058,pferrolli3c@nsw.gov.au,Phone Call,Cloudfront,iOS,iOS Min version 12.6,ShemarooMe,,macOS Ventura 13.0.1,Moldova,Chisinau,,cc675957-3ce4-4a70-8c52-04deb4cd8bd7,Video,lisa53,23-9447322,1506336,1066777
Functionalities and features of the app,Tablets,25/04/2022 00:00:00,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,202125475,jshilstone3d@4shared.com,Email,Akamai,tvOS,tvOS 11.0,Voot,,Xcode 14.1,Trinidad and Tobago,Port of Spain,,863cfbe6-493a-4bc6-a0ee-fc6d92225ad1,Advertise,kellypearson,76-5366987,1171493,924621
Device/Browser Compatibility,TV,08/09/2022 00:00:00,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,7376952594,acurphey3e@wikipedia.org,Email,Cloudfront,Android,Android 5.0,Amazon Prime Video,,Android 11,Tunisia,Tunis,,a9f7db17-ea71-4f01-b844-b9776d66d996,Video,hhouse,79-4900193,1278346,88233
Personalized suggestions and recommendations for content,Desktop,03/05/2022 00:00:00,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus,145392309,vahrens3f@answers.com,Phone Call,Akamai,Android TV,Android TV 1st Generation,HBO Max,,Android TV 12.3.2,Bhutan,Thimphu,,878a8562-3fae-4974-a08a-3ba1f0981857,Video,edavis,14-4589525,1852036,746036
Offline content,Laptop,06/03/2022 00:00:00,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,1806848058,jscrogges3g@newyorker.com,Email,Cloudfront,Roku,Roku OS 9.4 3rd Generation,HBO Max,,None,Democratic Republic of the Congo,Kinshasa,,ba5a7acd-a326-4484-ae42-e1c3e61631f7,Advertise,alvaradoregina,70-6401123,1717438,2431565
